Name	Year	Decade	Abilities	AbilitiesCount	Partnerships	PartnershipsCount	URL	ImageURL	localFilePath	NameCaps	PartnershipsCaps	AbilitiesCaps
The Shield	1940	1940	Superhuman strength,Great leaping,Invulnerability,Wears an indestructible costume	4		0	https://en.wikipedia.org/wiki/Shield_(Archie_Comics)	https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Cover_of_Pep_Comics_1_%28Jan._1940%29.jpg/250px-Cover_of_Pep_Comics_1_%28Jan._1940%29.jpg	img.dc_chars/140.jpg	THE SHIELD		SUPERHUMAN STRENGTH,GREAT LEAPING,INVULNERABILITY,WEARS AN INDESTRUCTIBLE COSTUME
Shiera Sanders-HallHawkgirl	1940	1940	Flight via Nth metal feathered wings,Reincarnation via Nth metal knife,Immortality via reincarnation process,Highly skilled armed and unarmed combatant,Superhuman strength, senses, endurance, and vision,Accelerated healing,Telepathic communication with birds,Utilizes Nth metal gravity-defying belt and archaic weaponry,Temperature regulation,Multilingualism	10	Hawkman (Carter Hall)	1	https://en.wikipedia.org/wiki/Hawkgirl_(Shiera_Hall)	https://upload.wikimedia.org/wikipedia/en/thumb/3/34/Hawkgirl_%28Shiera_Sanders_Hall%29.png/250px-Hawkgirl_%28Shiera_Sanders_Hall%29.png	img.dc_chars/141.png	SHIERA SANDERS-HALLHAWKGIRL	HAWKMAN (CARTER HALL)	FLIGHT VIA NTH METAL FEATHERED WINGS,REINCARNATION VIA NTH METAL KNIFE,IMMORTALITY VIA REINCARNATION PROCESS,HIGHLY SKILLED ARMED AND UNARMED COMBATANT,SUPERHUMAN STRENGTH, SENSES, ENDURANCE, AND VISION,ACCELERATED HEALING,TELEPATHIC COMMUNICATION WITH BIRDS,UTILIZES NTH METAL GRAVITY-DEFYING BELT AND ARCHAIC WEAPONRY,TEMPERATURE REGULATION,MULTILINGUALISM
Shining Knight	2005	2000	"Unusually strong,resilient to damage,swordsmanship,can fly on winged horse ""Vanguard"""	4		0	https://en.wikipedia.org/wiki/Shining_Knight_(Ystina)	https://upload.wikimedia.org/wikipedia/en/thumb/2/2e/Shiningknight3.jpg/250px-Shiningknight3.jpg	img.dc_chars/142.jpg	SHINING KNIGHT		"UNUSUALLY STRONG,RESILIENT TO DAMAGE,SWORDSMANSHIP,CAN FLY ON WINGED HORSE ""VANGUARD"""
Sinestro	1961	1960	"Genius-level intellect,Expert strategist and tactician,Skilled hand-to-hand combatant,Innate understanding of the fears and phobias of others,Power ring (typically yellow/green variety)
Generation of hard light constructs
Energy projection
Flight
Personal forcefield
Enhanced strength, speed, and durability
Space travel
Limited cellular regeneration
Real-time translation of all languages
Fear empowerment,Generation of hard light constructs,Energy projection,Flight,Personal forcefield,Enhanced strength, speed, and durability,Space travel,Limited cellular regeneration,Real-time translation of all languages,Fear empowerment"	14		0	https://en.wikipedia.org/wiki/Sinestro	https://upload.wikimedia.org/wikipedia/en/thumb/e/e1/Sinestro_%28circa_2011%29.png/250px-Sinestro_%28circa_2011%29.png	img.dc_chars/143.png	SINESTRO		"GENIUS-LEVEL INTELLECT,EXPERT STRATEGIST AND TACTICIAN,SKILLED HAND-TO-HAND COMBATANT,INNATE UNDERSTANDING OF THE FEARS AND PHOBIAS OF OTHERS,POWER RING (TYPICALLY YELLOW/GREEN VARIETY)
GENERATION OF HARD LIGHT CONSTRUCTS
ENERGY PROJECTION
FLIGHT
PERSONAL FORCEFIELD
ENHANCED STRENGTH, SPEED, AND DURABILITY
SPACE TRAVEL
LIMITED CELLULAR REGENERATION
REAL-TIME TRANSLATION OF ALL LANGUAGES
FEAR EMPOWERMENT,GENERATION OF HARD LIGHT CONSTRUCTS,ENERGY PROJECTION,FLIGHT,PERSONAL FORCEFIELD,ENHANCED STRENGTH, SPEED, AND DURABILITY,SPACE TRAVEL,LIMITED CELLULAR REGENERATION,REAL-TIME TRANSLATION OF ALL LANGUAGES,FEAR EMPOWERMENT"
Felicity Smoak	2012	2010		0		0	https://en.wikipedia.org/wiki/Felicity_Smoak_(Arrowverse)	https://upload.wikimedia.org/wikipedia/en/thumb/f/f8/Felicity_Smoak_%28Emily_Bett_Rickards%29.jpg/250px-Felicity_Smoak_%28Emily_Bett_Rickards%29.jpg	img.dc_chars/144.jpg	FELICITY SMOAK		
King Solovar	1959	1950	"Superhuman strength, durability, speed, and agility,Telepathy,Hypercognition
Space-time migration
Dimensional travel
Precognition
Retrocognition,Space-time migration,Dimensional travel,Precognition,Retrocognition,Genius-level intellect,Enhanced strength, durability, speed, and agility,Thought reading,Diplomatic immunity"	11		0	https://en.wikipedia.org/wiki/Solovar	https://upload.wikimedia.org/wikipedia/en/b/bb/Solovar.jpg	img.dc_chars/145.jpg	KING SOLOVAR		"SUPERHUMAN STRENGTH, DURABILITY, SPEED, AND AGILITY,TELEPATHY,HYPERCOGNITION
SPACE-TIME MIGRATION
DIMENSIONAL TRAVEL
PRECOGNITION
RETROCOGNITION,SPACE-TIME MIGRATION,DIMENSIONAL TRAVEL,PRECOGNITION,RETROCOGNITION,GENIUS-LEVEL INTELLECT,ENHANCED STRENGTH, DURABILITY, SPEED, AND AGILITY,THOUGHT READING,DIPLOMATIC IMMUNITY"
Solstice	2010	2010	Light manipulation,Flight	2		0	https://en.wikipedia.org/wiki/Solstice_(character)	https://upload.wikimedia.org/wikipedia/en/thumb/0/09/SolsticeDCU.jpg/250px-SolsticeDCU.jpg	img.dc_chars/146.jpg	SOLSTICE		LIGHT MANIPULATION,FLIGHT
Son of Vulcan	1965	1960	Can transform into  demigod  possessing superhuman strength,speed &amp,senses,flight,invulnerability to fire,&amp,indestructible armor who can summon both fireballs &amp,powerful ancient weapons from the  forge  of his adopted father  Vulcan,later bestowed with all the powers of the entire Olympian pantheon ( War of the Gods )	9		0	https://en.wikipedia.org/wiki/Son_of_Vulcan	https://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/Cover_of_Mysteries_of_Unexplored_Worlds_no._46.jpg/250px-Cover_of_Mysteries_of_Unexplored_Worlds_no._46.jpg	img.dc_chars/147.jpg	SON OF VULCAN		CAN TRANSFORM INTO  DEMIGOD  POSSESSING SUPERHUMAN STRENGTH,SPEED &AMP,SENSES,FLIGHT,INVULNERABILITY TO FIRE,&AMP,INDESTRUCTIBLE ARMOR WHO CAN SUMMON BOTH FIREBALLS &AMP,POWERFUL ANCIENT WEAPONS FROM THE  FORGE  OF HIS ADOPTED FATHER  VULCAN,LATER BESTOWED WITH ALL THE POWERS OF THE ENTIRE OLYMPIAN PANTHEON ( WAR OF THE GODS )
Sonny Sumo	1971	1970	Strength, durability, trained sumo wrestler	1		0	https://en.wikipedia.org/wiki/Sonny_Sumo	https://upload.wikimedia.org/wikipedia/en/thumb/7/7f/Sonny_Sumo.jpg/250px-Sonny_Sumo.jpg	img.dc_chars/148.jpg	SONNY SUMO		STRENGTH, DURABILITY, TRAINED SUMO WRESTLER
Space Ghost	1966	1960		0		0	https://en.wikipedia.org/wiki/Space_Ghost	https://upload.wikimedia.org/wikipedia/en/thumb/d/df/Space_Ghost.png/235px-Space_Ghost.png	img.dc_chars/149.png	SPACE GHOST		
Space Ghost	2020	2020		0		0	https://en.wikipedia.org/wiki/Space_Ghost_(TV_series)	https://upload.wikimedia.org/wikipedia/en/8/8e/Space_Ghost_%28TV_series%29.png	img.dc_chars/150.png	SPACE GHOST		
Space Ranger	1958	1950	Expert pilot,marksman,scientist,detective armed with vast variety of futuristic weapons,gadgets,Sidekick is an extraterrestrial shapeshifter	6		0	https://en.wikipedia.org/wiki/Space_Ranger	https://upload.wikimedia.org/wikipedia/en/thumb/7/7b/Spacerangerdcu0.jpg/250px-Spacerangerdcu0.jpg	img.dc_chars/151.jpg	SPACE RANGER		EXPERT PILOT,MARKSMAN,SCIENTIST,DETECTIVE ARMED WITH VAST VARIETY OF FUTURISTIC WEAPONS,GADGETS,SIDEKICK IS AN EXTRATERRESTRIAL SHAPESHIFTER
Sparx	1993	1990	Electrical form,projection,flight	3		0	https://en.wikipedia.org/wiki/Sparx_(character)	https://upload.wikimedia.org/wikipedia/en/1/1d/Sparx_%28DC_Comics%29.jpg	img.dc_chars/152.jpg	SPARX		ELECTRICAL FORM,PROJECTION,FLIGHT
Manhunter	2004	2000	Wears a suit that is keyed into her unique bioelectrical signature,granting her increased strength,agility,endurance,Carries a powerful staff once used by a previous Manhunter,Mark Shaw	6		0	https://en.wikipedia.org/wiki/Manhunter_(Kate_Spencer)	https://upload.wikimedia.org/wikipedia/en/thumb/b/b3/Manhunter_KateSpencer.jpg/250px-Manhunter_KateSpencer.jpg	img.dc_chars/153.jpg	MANHUNTER		WEARS A SUIT THAT IS KEYED INTO HER UNIQUE BIOELECTRICAL SIGNATURE,GRANTING HER INCREASED STRENGTH,AGILITY,ENDURANCE,CARRIES A POWERFUL STAFF ONCE USED BY A PREVIOUS MANHUNTER,MARK SHAW
Alias the Spider	1940	1940		0		0	https://en.wikipedia.org/wiki/Spider_(DC_Comics)	https://None	N/A	ALIAS THE SPIDER		
Spy Smasher	1940	1940	(Alan),Skilled hand-to-hand combatant,Master detective,Intelligent scientist,inventor,Use of gadgets,a specialized vehicle,(Katarina),Skilled hand-to-hand combatant,Extensive political connections,Expert markswoman	11		0	https://en.wikipedia.org/wiki/Spy_Smasher	https://upload.wikimedia.org/wikipedia/commons/thumb/3/32/Spy-smasher-2-winter-1941.jpg/250px-Spy-smasher-2-winter-1941.jpg	img.dc_chars/155.jpg	SPY SMASHER		(ALAN),SKILLED HAND-TO-HAND COMBATANT,MASTER DETECTIVE,INTELLIGENT SCIENTIST,INVENTOR,USE OF GADGETS,A SPECIALIZED VEHICLE,(KATARINA),SKILLED HAND-TO-HAND COMBATANT,EXTENSIVE POLITICAL CONNECTIONS,EXPERT MARKSWOMAN
Squire	1950	1950	(Percy,Cyril),Swordsmanship,martial artist,outfitted in special armor that repels swords or light projectiles,(Beryl),Swordsmanship,skilled martial artist,expert in all forms of communication	9		0	https://en.wikipedia.org/wiki/Squire_(character)	https://upload.wikimedia.org/wikipedia/en/thumb/9/90/Squire_Beryl.jpg/250px-Squire_Beryl.jpg	img.dc_chars/156.jpg	SQUIRE		(PERCY,CYRIL),SWORDSMANSHIP,MARTIAL ARTIST,OUTFITTED IN SPECIAL ARMOR THAT REPELS SWORDS OR LIGHT PROJECTILES,(BERYL),SWORDSMANSHIP,SKILLED MARTIAL ARTIST,EXPERT IN ALL FORMS OF COMMUNICATION
Stalker	1975	1970	Superhuman strength,senses,speed,various mystical abilities,expert fencer	5		0	https://en.wikipedia.org/wiki/Stalker_(DC_Comics)	https://upload.wikimedia.org/wikipedia/en/thumb/e/ed/Stalkerdcu0.jpg/250px-Stalkerdcu0.jpg	img.dc_chars/157.jpg	STALKER		SUPERHUMAN STRENGTH,SENSES,SPEED,VARIOUS MYSTICAL ABILITIES,EXPERT FENCER
Star-Spangled kid	1941	1940	Superb athlete,Hand to hand combatant,Cosmic converter belt,Expert gymnast and kickboxer,Enhanced strength, speed, agility and stamina,Shooting star projection,Flight,Cosmic energy manipulation	8		0	https://en.wikipedia.org/wiki/Star-Spangled_Kid	https://upload.wikimedia.org/wikipedia/en/8/8d/Star_spangled_kid.png	img.dc_chars/158.png	STAR-SPANGLED KID		SUPERB ATHLETE,HAND TO HAND COMBATANT,COSMIC CONVERTER BELT,EXPERT GYMNAST AND KICKBOXER,ENHANCED STRENGTH, SPEED, AGILITY AND STAMINA,SHOOTING STAR PROJECTION,FLIGHT,COSMIC ENERGY MANIPULATION
Starfire	1980	1980	"Tamaranean physiology converts ultraviolet radiation into energy; grants superhuman strength, speed, durability, endurance, agility, stamina, flight, temperature/radiation immunity, and can assimilate language through lip contact.,Experimentation grants the ability to project energy and heat, her ""Starbolts"" which she can direct from her hands or eyes.,Highly trained warrior; proficiency in hand-to-hand combat, weaponry, leadership, and space flight."	3	Nightwing,Donna Troy,Animal Man,Adam Strange,Blue Beetle (Jaime Reyes)	5	https://en.wikipedia.org/wiki/Starfire_(Teen_Titans)	https://upload.wikimedia.org/wikipedia/en/thumb/7/7e/Modern_Starfire_Teen_Titans.jpg/250px-Modern_Starfire_Teen_Titans.jpg	img.dc_chars/159.jpg	STARFIRE	NIGHTWING,DONNA TROY,ANIMAL MAN,ADAM STRANGE,BLUE BEETLE (JAIME REYES)	"TAMARANEAN PHYSIOLOGY CONVERTS ULTRAVIOLET RADIATION INTO ENERGY; GRANTS SUPERHUMAN STRENGTH, SPEED, DURABILITY, ENDURANCE, AGILITY, STAMINA, FLIGHT, TEMPERATURE/RADIATION IMMUNITY, AND CAN ASSIMILATE LANGUAGE THROUGH LIP CONTACT.,EXPERIMENTATION GRANTS THE ABILITY TO PROJECT ENERGY AND HEAT, HER ""STARBOLTS"" WHICH SHE CAN DIRECT FROM HER HANDS OR EYES.,HIGHLY TRAINED WARRIOR; PROFICIENCY IN HAND-TO-HAND COMBAT, WEAPONRY, LEADERSHIP, AND SPACE FLIGHT."
Starfire	1976	1970	Trained  swordswoman,archer,tracker	3		0	https://en.wikipedia.org/wiki/Starfire_(Star_Hunters)	https://upload.wikimedia.org/wikipedia/en/thumb/1/16/Starfireclassic.jpg/244px-Starfireclassic.jpg	img.dc_chars/160.jpg	STARFIRE		TRAINED  SWORDSWOMAN,ARCHER,TRACKER
Starman	1941	1940	"Star-Man:,Superhuman strength,Tomas:,Flight,energy projection derived from the sonic crystal,Invulnerability,Gavyn:,Flight,energy manipulation,light/heat,radiation immunity,self-sustenance,able to withstand exposure to space,Payton:,Flight,superhuman strength,durability,limited  shapeshifting,energy projection,David:,Use of the ""Gravity Rod"",Kallor : Mass,density manipulation,Farris:,Use of the ""Quarvat"""	25		0	https://en.wikipedia.org/wiki/Starman_(DC_Comics)	https://upload.wikimedia.org/wikipedia/en/thumb/d/de/Starmen.jpg/250px-Starmen.jpg	img.dc_chars/161.jpg	STARMAN		"STAR-MAN:,SUPERHUMAN STRENGTH,TOMAS:,FLIGHT,ENERGY PROJECTION DERIVED FROM THE SONIC CRYSTAL,INVULNERABILITY,GAVYN:,FLIGHT,ENERGY MANIPULATION,LIGHT/HEAT,RADIATION IMMUNITY,SELF-SUSTENANCE,ABLE TO WITHSTAND EXPOSURE TO SPACE,PAYTON:,FLIGHT,SUPERHUMAN STRENGTH,DURABILITY,LIMITED  SHAPESHIFTING,ENERGY PROJECTION,DAVID:,USE OF THE ""GRAVITY ROD"",KALLOR : MASS,DENSITY MANIPULATION,FARRIS:,USE OF THE ""QUARVAT"""
Starman	1994	1990	Competent martial artist,Rapid flight,Telekinesis,Energy manipulation,Stellar energy absorption,Gravity manipulation	6	Stargirl	1	https://en.wikipedia.org/wiki/Starman_(Jack_Knight)	https://upload.wikimedia.org/wikipedia/en/thumb/a/a9/Starman_modernage.jpg/250px-Starman_modernage.jpg	img.dc_chars/162.jpg	STARMAN	STARGIRL	COMPETENT MARTIAL ARTIST,RAPID FLIGHT,TELEKINESIS,ENERGY MANIPULATION,STELLAR ENERGY ABSORPTION,GRAVITY MANIPULATION
Starman	1976	1970	Flight,energy projection derived from the sonic crystal,Invulnerability	3		0	https://en.wikipedia.org/wiki/Starman_(Mikaal_Tomas)	https://upload.wikimedia.org/wikipedia/en/thumb/7/70/Starman_DCNu.jpg/250px-Starman_DCNu.jpg	img.dc_chars/163.jpg	STARMAN		FLIGHT,ENERGY PROJECTION DERIVED FROM THE SONIC CRYSTAL,INVULNERABILITY
Starman	1980	1980	Flight,Energy manipulation,Immunity to heat and radiation	3		0	https://en.wikipedia.org/wiki/Starman_(Prince_Gavyn)	https://upload.wikimedia.org/wikipedia/en/thumb/b/b2/Prince_Gavyn_-_Starman.jpg/250px-Prince_Gavyn_-_Starman.jpg	img.dc_chars/164.jpg	STARMAN		FLIGHT,ENERGY MANIPULATION,IMMUNITY TO HEAT AND RADIATION
Starman	1941	1940	Flight,Stellar energy, light and heat projection,Force field and simple energy construct generation,Telekinesis	4		0	https://en.wikipedia.org/wiki/Starman_(Ted_Knight)	https://upload.wikimedia.org/wikipedia/en/thumb/a/aa/Starman_%28comics_character%29.jpg/250px-Starman_%28comics_character%29.jpg	img.dc_chars/165.jpg	STARMAN		FLIGHT,STELLAR ENERGY, LIGHT AND HEAT PROJECTION,FORCE FIELD AND SIMPLE ENERGY CONSTRUCT GENERATION,TELEKINESIS
Starman	1988	1980	Flight,Superhuman strength and durability,Energy projection,Limited shapeshifting,Portal generation,Clairvoyance	6		0	https://en.wikipedia.org/wiki/Starman_(Will_Payton)	https://upload.wikimedia.org/wikipedia/en/b/b9/Starman_%28Will_Payton%29.png	img.dc_chars/166.png	STARMAN		FLIGHT,SUPERHUMAN STRENGTH AND DURABILITY,ENERGY PROJECTION,LIMITED SHAPESHIFTING,PORTAL GENERATION,CLAIRVOYANCE
Stel	1962	1960	Power Ring	1		0	https://en.wikipedia.org/wiki/Stel	https://upload.wikimedia.org/wikipedia/en/thumb/0/0e/Stel.jpg/330px-Stel.jpg	img.dc_chars/167.jpg	STEL		POWER RING
Jesse Chambers	1992	1990	Superhuman speed, agility, and reflexes,Speed force connection,Superhuman strength, stamina, and durability,Accelerated healing,Enhanced senses,Flight by using her super speed,Genius-level intellect,Advanced hand-to-hand combatant and martial artist	8		0	https://en.wikipedia.org/wiki/Jesse_Chambers	https://upload.wikimedia.org/wikipedia/en/7/7b/Jesse_Quick.jpg	img.dc_chars/168.jpg	JESSE CHAMBERS		SUPERHUMAN SPEED, AGILITY, AND REFLEXES,SPEED FORCE CONNECTION,SUPERHUMAN STRENGTH, STAMINA, AND DURABILITY,ACCELERATED HEALING,ENHANCED SENSES,FLIGHT BY USING HER SUPER SPEED,GENIUS-LEVEL INTELLECT,ADVANCED HAND-TO-HAND COMBATANT AND MARTIAL ARTIST
Streaky the Supercat	1960	1960	Kryptonian-like abilities,including flight,superhuman strength,durability,speed,vision	6		0	https://en.wikipedia.org/wiki/Streaky_the_Supercat	https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Streaky_the_Supercat.png/250px-Streaky_the_Supercat.png	img.dc_chars/169.png	STREAKY THE SUPERCAT		KRYPTONIAN-LIKE ABILITIES,INCLUDING FLIGHT,SUPERHUMAN STRENGTH,DURABILITY,SPEED,VISION
Super-Chief	1961	1960	Super-strength,super-speed,extended lifespan	3		0	https://en.wikipedia.org/wiki/Super-Chief	https://upload.wikimedia.org/wikipedia/en/thumb/0/00/Superchief.PNG/250px-Superchief.PNG	img.dc_chars/170.PNG	SUPER-CHIEF		SUPER-STRENGTH,SUPER-SPEED,EXTENDED LIFESPAN
Supergirl	1958	1950		0		0	https://en.wikipedia.org/wiki/Supergirl	https://upload.wikimedia.org/wikipedia/en/thumb/e/e1/The_Supergirls.jpg/250px-The_Supergirls.jpg	img.dc_chars/171.jpg	SUPERGIRL		
Supergirl	1996	1990	"Psychokinesis grants:
Superhuman strength, speed, and leaping
Invulnerability
Flight
Telekinesis,Superhuman strength, speed, and leaping,Invulnerability,Flight,Telekinesis,Flame vision and wings,Teleportation"	7		0	https://en.wikipedia.org/wiki/Supergirl_(Linda_Danvers)	https://upload.wikimedia.org/wikipedia/en/7/7e/Supergirl_%28Linda_Danvers%29.png	img.dc_chars/172.png	SUPERGIRL		"PSYCHOKINESIS GRANTS:
SUPERHUMAN STRENGTH, SPEED, AND LEAPING
INVULNERABILITY
FLIGHT
TELEKINESIS,SUPERHUMAN STRENGTH, SPEED, AND LEAPING,INVULNERABILITY,FLIGHT,TELEKINESIS,FLAME VISION AND WINGS,TELEPORTATION"
Clark Kent / Kal-El Superman	1938	1930	"Superhuman strength, speed, agility, stamina, durability, reflexes, senses, endurance, and longevity
Invulnerability
Flight
Genius level intellect
Heat vision
X-ray vision
Wind and freeze breath
Indomitable will
Self-sustenance by solar energy absorption
Master field commander
Skilled hand-to-hand combatant
Expert investigative journalist and novelist,Superhuman strength, speed, agility, stamina, durability, reflexes, senses, endurance, and longevity,Invulnerability,Flight,Genius level intellect,Heat vision,X-ray vision,Wind and freeze breath,Indomitable will,Self-sustenance by solar energy absorption,Master field commander,Skilled hand-to-hand combatant,Expert investigative journalist and novelist"	13	Supergirl,Superboy,Batman,Wonder Woman	4	https://en.wikipedia.org/wiki/Superman	https://upload.wikimedia.org/wikipedia/en/thumb/3/35/Supermanflying.png/250px-Supermanflying.png	img.dc_chars/173.png	CLARK KENT / KAL-EL SUPERMAN	SUPERGIRL,SUPERBOY,BATMAN,WONDER WOMAN	"SUPERHUMAN STRENGTH, SPEED, AGILITY, STAMINA, DURABILITY, REFLEXES, SENSES, ENDURANCE, AND LONGEVITY
INVULNERABILITY
FLIGHT
GENIUS LEVEL INTELLECT
HEAT VISION
X-RAY VISION
WIND AND FREEZE BREATH
INDOMITABLE WILL
SELF-SUSTENANCE BY SOLAR ENERGY ABSORPTION
MASTER FIELD COMMANDER
SKILLED HAND-TO-HAND COMBATANT
EXPERT INVESTIGATIVE JOURNALIST AND NOVELIST,SUPERHUMAN STRENGTH, SPEED, AGILITY, STAMINA, DURABILITY, REFLEXES, SENSES, ENDURANCE, AND LONGEVITY,INVULNERABILITY,FLIGHT,GENIUS LEVEL INTELLECT,HEAT VISION,X-RAY VISION,WIND AND FREEZE BREATH,INDOMITABLE WILL,SELF-SUSTENANCE BY SOLAR ENERGY ABSORPTION,MASTER FIELD COMMANDER,SKILLED HAND-TO-HAND COMBATANT,EXPERT INVESTIGATIVE JOURNALIST AND NOVELIST"
Superman	1945	1940	"Superhuman strength, stamina, endurance, speed, agility, reflexes, intelligence, longevity, and hearing
Solar radiation absorption
Enhanced vision
Microscopic vision
X-ray vision
Telescopic vision
Invulnerability
Ice and wind breath
Flight
Heat vision
Hyperspace travel
Mesmerism
Voice projection
Combat expertise,Superhuman strength, stamina, endurance, speed, agility, reflexes, intelligence, longevity, and hearing,Solar radiation absorption,Enhanced vision
Microscopic vision
X-ray vision
Telescopic vision,Microscopic vision,X-ray vision,Telescopic vision,Invulnerability,Ice and wind breath,Flight,Heat vision,Hyperspace travel,Mesmerism,Voice projection,Combat expertise"	15		0	https://en.wikipedia.org/wiki/Superman_(Earth-One)	https://upload.wikimedia.org/wikipedia/en/1/1a/Superman_%28circa_1960s%29.png	img.dc_chars/174.png	SUPERMAN		"SUPERHUMAN STRENGTH, STAMINA, ENDURANCE, SPEED, AGILITY, REFLEXES, INTELLIGENCE, LONGEVITY, AND HEARING
SOLAR RADIATION ABSORPTION
ENHANCED VISION
MICROSCOPIC VISION
X-RAY VISION
TELESCOPIC VISION
INVULNERABILITY
ICE AND WIND BREATH
FLIGHT
HEAT VISION
HYPERSPACE TRAVEL
MESMERISM
VOICE PROJECTION
COMBAT EXPERTISE,SUPERHUMAN STRENGTH, STAMINA, ENDURANCE, SPEED, AGILITY, REFLEXES, INTELLIGENCE, LONGEVITY, AND HEARING,SOLAR RADIATION ABSORPTION,ENHANCED VISION
MICROSCOPIC VISION
X-RAY VISION
TELESCOPIC VISION,MICROSCOPIC VISION,X-RAY VISION,TELESCOPIC VISION,INVULNERABILITY,ICE AND WIND BREATH,FLIGHT,HEAT VISION,HYPERSPACE TRAVEL,MESMERISM,VOICE PROJECTION,COMBAT EXPERTISE"
Superman	1978	1970	Invulnerability,superhuman strength,speed,sight,hearing,frost breath,heat vision,X-ray vision,flight,amnesia-inducing touch	10		0	https://en.wikipedia.org/wiki/Superman_(1978_film_series_character)	https://upload.wikimedia.org/wikipedia/en/thumb/e/e3/Superman_%28Christopher_Reeve_-_1978%29.jpg/250px-Superman_%28Christopher_Reeve_-_1978%29.jpg	img.dc_chars/175.jpg	SUPERMAN		INVULNERABILITY,SUPERHUMAN STRENGTH,SPEED,SIGHT,HEARING,FROST BREATH,HEAT VISION,X-RAY VISION,FLIGHT,AMNESIA-INDUCING TOUCH
Superman	1996	1990	Superhuman strength, endurance, speed, stamina, senses, intelligence, and longevity,Super breath,Heat vision,Solar energy absorption,Accelerated healing,X-ray vision,Telescopic & microscopic vision,Electromagnetic spectrum vision,Invulnerability,Flight	10		0	https://en.wikipedia.org/wiki/Superman_(Kingdom_Come)	https://upload.wikimedia.org/wikipedia/en/thumb/5/53/Superman_%28Kingdom_Come_character%29.png/250px-Superman_%28Kingdom_Come_character%29.png	img.dc_chars/176.png	SUPERMAN		SUPERHUMAN STRENGTH, ENDURANCE, SPEED, STAMINA, SENSES, INTELLIGENCE, AND LONGEVITY,SUPER BREATH,HEAT VISION,SOLAR ENERGY ABSORPTION,ACCELERATED HEALING,X-RAY VISION,TELESCOPIC & MICROSCOPIC VISION,ELECTROMAGNETIC SPECTRUM VISION,INVULNERABILITY,FLIGHT
Supernova	2020	2020	Flight,Light emission,Energy projection,Teleportation,Shrinking	5		0	https://en.wikipedia.org/wiki/Supernova_(DC_Comics)	https://upload.wikimedia.org/wikipedia/en/thumb/2/2a/Supernova_%28Michael_Jon_Carter%29.png/250px-Supernova_%28Michael_Jon_Carter%29.png	img.dc_chars/177.png	SUPERNOVA		FLIGHT,LIGHT EMISSION,ENERGY PROJECTION,TELEPORTATION,SHRINKING
Superwoman	1943	1940	Superstrength,superspeed,flight,invulnerability,heat vision,X-ray vision,Teleportation,Precognition,Telekinesis,Enhanced vision,Limited electrokinesis,Electric and magnetism manipulation	12		0	https://en.wikipedia.org/wiki/Superwoman	https://None	N/A	SUPERWOMAN		SUPERSTRENGTH,SUPERSPEED,FLIGHT,INVULNERABILITY,HEAT VISION,X-RAY VISION,TELEPORTATION,PRECOGNITION,TELEKINESIS,ENHANCED VISION,LIMITED ELECTROKINESIS,ELECTRIC AND MAGNETISM MANIPULATION
Superwoman	1964	1960	Superhuman strength, speed, healing,Flight,Magical weaponry, Lasso of Submission (Earth-3 version of the Lasso of Truth), a weaponized tiara[broken anchor], and a magical sword.	3	Ultraman,Owlman,Johnny Quick,Power Ring	4	https://en.wikipedia.org/wiki/Superwoman_(Crime_Syndicate)	https://upload.wikimedia.org/wikipedia/en/8/8e/Superwoman_%28Earth-Three_-_1964%E2%80%931985%29.png	img.dc_chars/179.png	SUPERWOMAN	ULTRAMAN,OWLMAN,JOHNNY QUICK,POWER RING	SUPERHUMAN STRENGTH, SPEED, HEALING,FLIGHT,MAGICAL WEAPONRY, LASSO OF SUBMISSION (EARTH-3 VERSION OF THE LASSO OF TRUTH), A WEAPONIZED TIARA[BROKEN ANCHOR], AND A MAGICAL SWORD.
Tarantula	1941	1940	"(Law),Good acrobat,Trained hand-to-hand combatant,Uses several gimmicks,such as suction cups,a ""web-gun"""	6		0	https://en.wikipedia.org/wiki/Tarantula_(DC_Comics)	https://upload.wikimedia.org/wikipedia/en/thumb/9/91/Tarantula_%28John_Law%29.png/250px-Tarantula_%28John_Law%29.png	img.dc_chars/180.png	TARANTULA		"(LAW),GOOD ACROBAT,TRAINED HAND-TO-HAND COMBATANT,USES SEVERAL GIMMICKS,SUCH AS SUCTION CUPS,A ""WEB-GUN"""
The Terrific Whatzit	1944	1940	"Super-speed,Super-strength,Flight,""Automatic conscience"""	4		0	https://en.wikipedia.org/wiki/Terrific_Whatzit	https://upload.wikimedia.org/wikipedia/en/thumb/0/09/Terrific_Whatzit.jpg/250px-Terrific_Whatzit.jpg	img.dc_chars/181.jpg	THE TERRIFIC WHATZIT		"SUPER-SPEED,SUPER-STRENGTH,FLIGHT,""AUTOMATIC CONSCIENCE"""
